"Activity" "Subject" "Variable" "Average"
"WALKING" 24 "tBodyAccMag-std()" NA
"WALKING" 24 "tGravityAccMag-mean()" NA
"WALKING" 24 "tGravityAccMag-std()" NA
"WALKING" 24 "tBodyAccJerkMag-mean()" NA
"WALKING" 24 "tBodyAccJerkMag-std()" NA
"WALKING" 24 "tBodyGyroMag-mean()" NA
"WALKING" 24 "tBodyGyroMag-std()" NA
"WALKING" 24 "tBodyGyroJerkMag-mean()" NA
"WALKING" 24 "tBodyGyroJerkMag-std()" NA
"WALKING" 24 "fBodyAcc-mean()-X" NA
"WALKING" 24 "fBodyAcc-mean()-Y" NA
"WALKING" 24 "fBodyAcc-mean()-Z" NA
"WALKING" 24 "fBodyAcc-std()-X" NA
"WALKING" 24 "fBodyAcc-std()-Y" NA
"WALKING" 24 "fBodyAcc-std()-Z" NA
"WALKING" 24 "fBodyAcc-meanFreq()-X" NA
"WALKING" 24 "fBodyAcc-meanFreq()-Y" NA
"WALKING" 24 "fBodyAcc-meanFreq()-Z" NA
"WALKING" 24 "fBodyAccJerk-mean()-X" NA
"WALKING" 24 "fBodyAccJerk-mean()-Y" NA
"WALKING" 24 "fBodyAccJerk-mean()-Z" NA
"WALKING" 24 "fBodyAccJerk-std()-X" NA
"WALKING" 24 "fBodyAccJerk-std()-Y" NA
"WALKING" 24 "fBodyAccJerk-std()-Z" NA
"WALKING" 24 "fBodyAccJerk-meanFreq()-X" NA
"WALKING" 24 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING" 24 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING" 24 "fBodyGyro-mean()-X" NA
"WALKING" 24 "fBodyGyro-mean()-Y" NA
"WALKING" 24 "fBodyGyro-mean()-Z" NA
"WALKING" 24 "fBodyGyro-std()-X" NA
"WALKING" 24 "fBodyGyro-std()-Y" NA
"WALKING" 24 "fBodyGyro-std()-Z" NA
"WALKING" 24 "fBodyGyro-meanFreq()-X" NA
"WALKING" 24 "fBodyGyro-meanFreq()-Y" NA
"WALKING" 24 "fBodyGyro-meanFreq()-Z" NA
"WALKING" 24 "fBodyAccMag-mean()" NA
"WALKING" 24 "fBodyAccMag-std()" NA
"WALKING" 24 "fBodyAccMag-meanFreq()" NA
"WALKING" 24 "fBodyBodyAccJerkMag-mean()" NA
"WALKING" 24 "fBodyBodyAccJerkMag-std()" NA
"WALKING" 24 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING" 24 "fBodyBodyGyroMag-mean()" NA
"WALKING" 24 "fBodyBodyGyroMag-std()" NA
"WALKING" 24 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING" 24 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING" 24 "fBodyBodyGyroJerkMag-std()" NA
"WALKING" 24 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING" 25 "Activity" NA
"WALKING" 25 "Y" NA
"WALKING" 25 "Subject" NA
"WALKING" 25 "tBodyAcc-mean()-X" NA
"WALKING" 25 "tBodyAcc-mean()-Y" NA
"WALKING" 25 "tBodyAcc-mean()-Z" NA
"WALKING" 25 "tBodyAcc-std()-X" NA
"WALKING" 25 "tBodyAcc-std()-Y" NA
"WALKING" 25 "tBodyAcc-std()-Z" NA
"WALKING" 25 "tGravityAcc-mean()-X" NA
"WALKING" 25 "tGravityAcc-mean()-Y" NA
"WALKING" 25 "tGravityAcc-mean()-Z" NA
"WALKING" 25 "tGravityAcc-std()-X" NA
"WALKING" 25 "tGravityAcc-std()-Y" NA
"WALKING" 25 "tGravityAcc-std()-Z" NA
"WALKING" 25 "tBodyAccJerk-mean()-X" NA
"WALKING" 25 "tBodyAccJerk-mean()-Y" NA
"WALKING" 25 "tBodyAccJerk-mean()-Z" NA
"WALKING" 25 "tBodyAccJerk-std()-X" NA
"WALKING" 25 "tBodyAccJerk-std()-Y" NA
"WALKING" 25 "tBodyAccJerk-std()-Z" NA
"WALKING" 25 "tBodyGyro-mean()-X" NA
"WALKING" 25 "tBodyGyro-mean()-Y" NA
"WALKING" 25 "tBodyGyro-mean()-Z" NA
"WALKING" 25 "tBodyGyro-std()-X" NA
"WALKING" 25 "tBodyGyro-std()-Y" NA
"WALKING" 25 "tBodyGyro-std()-Z" NA
"WALKING" 25 "tBodyGyroJerk-mean()-X" NA
"WALKING" 25 "tBodyGyroJerk-mean()-Y" NA
"WALKING" 25 "tBodyGyroJerk-mean()-Z" NA
"WALKING" 25 "tBodyGyroJerk-std()-X" NA
"WALKING" 25 "tBodyGyroJerk-std()-Y" NA
"WALKING" 25 "tBodyGyroJerk-std()-Z" NA
"WALKING" 25 "tBodyAccMag-mean()" NA
"WALKING" 25 "tBodyAccMag-std()" NA
"WALKING" 25 "tGravityAccMag-mean()" NA
"WALKING" 25 "tGravityAccMag-std()" NA
"WALKING" 25 "tBodyAccJerkMag-mean()" NA
"WALKING" 25 "tBodyAccJerkMag-std()" NA
"WALKING" 25 "tBodyGyroMag-mean()" NA
"WALKING" 25 "tBodyGyroMag-std()" NA
"WALKING" 25 "tBodyGyroJerkMag-mean()" NA
"WALKING" 25 "tBodyGyroJerkMag-std()" NA
"WALKING" 25 "fBodyAcc-mean()-X" NA
"WALKING" 25 "fBodyAcc-mean()-Y" NA
"WALKING" 25 "fBodyAcc-mean()-Z" NA
"WALKING" 25 "fBodyAcc-std()-X" NA
"WALKING" 25 "fBodyAcc-std()-Y" NA
"WALKING" 25 "fBodyAcc-std()-Z" NA
"WALKING" 25 "fBodyAcc-meanFreq()-X" NA
"WALKING" 25 "fBodyAcc-meanFreq()-Y" NA
"WALKING" 25 "fBodyAcc-meanFreq()-Z" NA
"WALKING" 25 "fBodyAccJerk-mean()-X" NA
"WALKING" 25 "fBodyAccJerk-mean()-Y" NA
"WALKING" 25 "fBodyAccJerk-mean()-Z" NA
"WALKING" 25 "fBodyAccJerk-std()-X" NA
"WALKING" 25 "fBodyAccJerk-std()-Y" NA
"WALKING" 25 "fBodyAccJerk-std()-Z" NA
"WALKING" 25 "fBodyAccJerk-meanFreq()-X" NA
"WALKING" 25 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING" 25 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING" 25 "fBodyGyro-mean()-X" NA
"WALKING" 25 "fBodyGyro-mean()-Y" NA
"WALKING" 25 "fBodyGyro-mean()-Z" NA
"WALKING" 25 "fBodyGyro-std()-X" NA
"WALKING" 25 "fBodyGyro-std()-Y" NA
"WALKING" 25 "fBodyGyro-std()-Z" NA
"WALKING" 25 "fBodyGyro-meanFreq()-X" NA
"WALKING" 25 "fBodyGyro-meanFreq()-Y" NA
"WALKING" 25 "fBodyGyro-meanFreq()-Z" NA
"WALKING" 25 "fBodyAccMag-mean()" NA
"WALKING" 25 "fBodyAccMag-std()" NA
"WALKING" 25 "fBodyAccMag-meanFreq()" NA
"WALKING" 25 "fBodyBodyAccJerkMag-mean()" NA
"WALKING" 25 "fBodyBodyAccJerkMag-std()" NA
"WALKING" 25 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING" 25 "fBodyBodyGyroMag-mean()" NA
"WALKING" 25 "fBodyBodyGyroMag-std()" NA
"WALKING" 25 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING" 25 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING" 25 "fBodyBodyGyroJerkMag-std()" NA
"WALKING" 25 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING" 26 "Activity" NA
"WALKING" 26 "Y" NA
"WALKING" 26 "Subject" NA
"WALKING" 26 "tBodyAcc-mean()-X" NA
"WALKING" 26 "tBodyAcc-mean()-Y" NA
"WALKING" 26 "tBodyAcc-mean()-Z" NA
"WALKING" 26 "tBodyAcc-std()-X" NA
"WALKING" 26 "tBodyAcc-std()-Y" NA
"WALKING" 26 "tBodyAcc-std()-Z" NA
"WALKING" 26 "tGravityAcc-mean()-X" NA
"WALKING" 26 "tGravityAcc-mean()-Y" NA
"WALKING" 26 "tGravityAcc-mean()-Z" NA
"WALKING" 26 "tGravityAcc-std()-X" NA
"WALKING" 26 "tGravityAcc-std()-Y" NA
"WALKING" 26 "tGravityAcc-std()-Z" NA
"WALKING" 26 "tBodyAccJerk-mean()-X" NA
"WALKING" 26 "tBodyAccJerk-mean()-Y" NA
"WALKING" 26 "tBodyAccJerk-mean()-Z" NA
"WALKING" 26 "tBodyAccJerk-std()-X" NA
"WALKING" 26 "tBodyAccJerk-std()-Y" NA
"WALKING" 26 "tBodyAccJerk-std()-Z" NA
"WALKING" 26 "tBodyGyro-mean()-X" NA
"WALKING" 26 "tBodyGyro-mean()-Y" NA
"WALKING" 26 "tBodyGyro-mean()-Z" NA
"WALKING" 26 "tBodyGyro-std()-X" NA
"WALKING" 26 "tBodyGyro-std()-Y" NA
"WALKING" 26 "tBodyGyro-std()-Z" NA
"WALKING" 26 "tBodyGyroJerk-mean()-X" NA
"WALKING" 26 "tBodyGyroJerk-mean()-Y" NA
"WALKING" 26 "tBodyGyroJerk-mean()-Z" NA
"WALKING" 26 "tBodyGyroJerk-std()-X" NA
"WALKING" 26 "tBodyGyroJerk-std()-Y" NA
"WALKING" 26 "tBodyGyroJerk-std()-Z" NA
"WALKING" 26 "tBodyAccMag-mean()" NA
"WALKING" 26 "tBodyAccMag-std()" NA
"WALKING" 26 "tGravityAccMag-mean()" NA
"WALKING" 26 "tGravityAccMag-std()" NA
"WALKING" 26 "tBodyAccJerkMag-mean()" NA
"WALKING" 26 "tBodyAccJerkMag-std()" NA
"WALKING" 26 "tBodyGyroMag-mean()" NA
"WALKING" 26 "tBodyGyroMag-std()" NA
"WALKING" 26 "tBodyGyroJerkMag-mean()" NA
"WALKING" 26 "tBodyGyroJerkMag-std()" NA
"WALKING" 26 "fBodyAcc-mean()-X" NA
"WALKING" 26 "fBodyAcc-mean()-Y" NA
"WALKING" 26 "fBodyAcc-mean()-Z" NA
"WALKING" 26 "fBodyAcc-std()-X" NA
"WALKING" 26 "fBodyAcc-std()-Y" NA
"WALKING" 26 "fBodyAcc-std()-Z" NA
"WALKING" 26 "fBodyAcc-meanFreq()-X" NA
"WALKING" 26 "fBodyAcc-meanFreq()-Y" NA
"WALKING" 26 "fBodyAcc-meanFreq()-Z" NA
"WALKING" 26 "fBodyAccJerk-mean()-X" NA
"WALKING" 26 "fBodyAccJerk-mean()-Y" NA
"WALKING" 26 "fBodyAccJerk-mean()-Z" NA
"WALKING" 26 "fBodyAccJerk-std()-X" NA
"WALKING" 26 "fBodyAccJerk-std()-Y" NA
"WALKING" 26 "fBodyAccJerk-std()-Z" NA
"WALKING" 26 "fBodyAccJerk-meanFreq()-X" NA
"WALKING" 26 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING" 26 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING" 26 "fBodyGyro-mean()-X" NA
"WALKING" 26 "fBodyGyro-mean()-Y" NA
"WALKING" 26 "fBodyGyro-mean()-Z" NA
"WALKING" 26 "fBodyGyro-std()-X" NA
"WALKING" 26 "fBodyGyro-std()-Y" NA
"WALKING" 26 "fBodyGyro-std()-Z" NA
"WALKING" 26 "fBodyGyro-meanFreq()-X" NA
"WALKING" 26 "fBodyGyro-meanFreq()-Y" NA
"WALKING" 26 "fBodyGyro-meanFreq()-Z" NA
"WALKING" 26 "fBodyAccMag-mean()" NA
"WALKING" 26 "fBodyAccMag-std()" NA
"WALKING" 26 "fBodyAccMag-meanFreq()" NA
"WALKING" 26 "fBodyBodyAccJerkMag-mean()" NA
"WALKING" 26 "fBodyBodyAccJerkMag-std()" NA
"WALKING" 26 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING" 26 "fBodyBodyGyroMag-mean()" NA
"WALKING" 26 "fBodyBodyGyroMag-std()" NA
"WALKING" 26 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING" 26 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING" 26 "fBodyBodyGyroJerkMag-std()" NA
"WALKING" 26 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING" 27 "Activity" NA
"WALKING" 27 "Y" NA
"WALKING" 27 "Subject" NA
"WALKING" 27 "tBodyAcc-mean()-X" NA
"WALKING" 27 "tBodyAcc-mean()-Y" NA
"WALKING" 27 "tBodyAcc-mean()-Z" NA
"WALKING" 27 "tBodyAcc-std()-X" NA
"WALKING" 27 "tBodyAcc-std()-Y" NA
"WALKING" 27 "tBodyAcc-std()-Z" NA
"WALKING" 27 "tGravityAcc-mean()-X" NA
"WALKING" 27 "tGravityAcc-mean()-Y" NA
"WALKING" 27 "tGravityAcc-mean()-Z" NA
"WALKING" 27 "tGravityAcc-std()-X" NA
"WALKING" 27 "tGravityAcc-std()-Y" NA
"WALKING" 27 "tGravityAcc-std()-Z" NA
"WALKING" 27 "tBodyAccJerk-mean()-X" NA
"WALKING" 27 "tBodyAccJerk-mean()-Y" NA
"WALKING" 27 "tBodyAccJerk-mean()-Z" NA
"WALKING" 27 "tBodyAccJerk-std()-X" NA
"WALKING" 27 "tBodyAccJerk-std()-Y" NA
"WALKING" 27 "tBodyAccJerk-std()-Z" NA
"WALKING" 27 "tBodyGyro-mean()-X" NA
"WALKING" 27 "tBodyGyro-mean()-Y" NA
"WALKING" 27 "tBodyGyro-mean()-Z" NA
"WALKING" 27 "tBodyGyro-std()-X" NA
"WALKING" 27 "tBodyGyro-std()-Y" NA
"WALKING" 27 "tBodyGyro-std()-Z" NA
"WALKING" 27 "tBodyGyroJerk-mean()-X" NA
"WALKING" 27 "tBodyGyroJerk-mean()-Y" NA
"WALKING" 27 "tBodyGyroJerk-mean()-Z" NA
"WALKING" 27 "tBodyGyroJerk-std()-X" NA
"WALKING" 27 "tBodyGyroJerk-std()-Y" NA
"WALKING" 27 "tBodyGyroJerk-std()-Z" NA
"WALKING" 27 "tBodyAccMag-mean()" NA
"WALKING" 27 "tBodyAccMag-std()" NA
"WALKING" 27 "tGravityAccMag-mean()" NA
"WALKING" 27 "tGravityAccMag-std()" NA
"WALKING" 27 "tBodyAccJerkMag-mean()" NA
"WALKING" 27 "tBodyAccJerkMag-std()" NA
"WALKING" 27 "tBodyGyroMag-mean()" NA
"WALKING" 27 "tBodyGyroMag-std()" NA
"WALKING" 27 "tBodyGyroJerkMag-mean()" NA
"WALKING" 27 "tBodyGyroJerkMag-std()" NA
"WALKING" 27 "fBodyAcc-mean()-X" NA
"WALKING" 27 "fBodyAcc-mean()-Y" NA
"WALKING" 27 "fBodyAcc-mean()-Z" NA
"WALKING" 27 "fBodyAcc-std()-X" NA
"WALKING" 27 "fBodyAcc-std()-Y" NA
"WALKING" 27 "fBodyAcc-std()-Z" NA
"WALKING" 27 "fBodyAcc-meanFreq()-X" NA
"WALKING" 27 "fBodyAcc-meanFreq()-Y" NA
"WALKING" 27 "fBodyAcc-meanFreq()-Z" NA
"WALKING" 27 "fBodyAccJerk-mean()-X" NA
"WALKING" 27 "fBodyAccJerk-mean()-Y" NA
"WALKING" 27 "fBodyAccJerk-mean()-Z" NA
"WALKING" 27 "fBodyAccJerk-std()-X" NA
"WALKING" 27 "fBodyAccJerk-std()-Y" NA
"WALKING" 27 "fBodyAccJerk-std()-Z" NA
"WALKING" 27 "fBodyAccJerk-meanFreq()-X" NA
"WALKING" 27 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING" 27 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING" 27 "fBodyGyro-mean()-X" NA
"WALKING" 27 "fBodyGyro-mean()-Y" NA
"WALKING" 27 "fBodyGyro-mean()-Z" NA
"WALKING" 27 "fBodyGyro-std()-X" NA
"WALKING" 27 "fBodyGyro-std()-Y" NA
"WALKING" 27 "fBodyGyro-std()-Z" NA
"WALKING" 27 "fBodyGyro-meanFreq()-X" NA
"WALKING" 27 "fBodyGyro-meanFreq()-Y" NA
"WALKING" 27 "fBodyGyro-meanFreq()-Z" NA
"WALKING" 27 "fBodyAccMag-mean()" NA
"WALKING" 27 "fBodyAccMag-std()" NA
"WALKING" 27 "fBodyAccMag-meanFreq()" NA
"WALKING" 27 "fBodyBodyAccJerkMag-mean()" NA
"WALKING" 27 "fBodyBodyAccJerkMag-std()" NA
"WALKING" 27 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING" 27 "fBodyBodyGyroMag-mean()" NA
"WALKING" 27 "fBodyBodyGyroMag-std()" NA
"WALKING" 27 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING" 27 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING" 27 "fBodyBodyGyroJerkMag-std()" NA
"WALKING" 27 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING" 28 "Activity" NA
"WALKING" 28 "Y" NA
"WALKING" 28 "Subject" NA
"WALKING" 28 "tBodyAcc-mean()-X" NA
"WALKING" 28 "tBodyAcc-mean()-Y" NA
"WALKING" 28 "tBodyAcc-mean()-Z" NA
"WALKING" 28 "tBodyAcc-std()-X" NA
"WALKING" 28 "tBodyAcc-std()-Y" NA
"WALKING" 28 "tBodyAcc-std()-Z" NA
"WALKING" 28 "tGravityAcc-mean()-X" NA
"WALKING" 28 "tGravityAcc-mean()-Y" NA
"WALKING" 28 "tGravityAcc-mean()-Z" NA
"WALKING" 28 "tGravityAcc-std()-X" NA
"WALKING" 28 "tGravityAcc-std()-Y" NA
"WALKING" 28 "tGravityAcc-std()-Z" NA
"WALKING" 28 "tBodyAccJerk-mean()-X" NA
"WALKING" 28 "tBodyAccJerk-mean()-Y" NA
"WALKING" 28 "tBodyAccJerk-mean()-Z" NA
"WALKING" 28 "tBodyAccJerk-std()-X" NA
"WALKING" 28 "tBodyAccJerk-std()-Y" NA
"WALKING" 28 "tBodyAccJerk-std()-Z" NA
"WALKING" 28 "tBodyGyro-mean()-X" NA
"WALKING" 28 "tBodyGyro-mean()-Y" NA
"WALKING" 28 "tBodyGyro-mean()-Z" NA
"WALKING" 28 "tBodyGyro-std()-X" NA
"WALKING" 28 "tBodyGyro-std()-Y" NA
"WALKING" 28 "tBodyGyro-std()-Z" NA
"WALKING" 28 "tBodyGyroJerk-mean()-X" NA
"WALKING" 28 "tBodyGyroJerk-mean()-Y" NA
"WALKING" 28 "tBodyGyroJerk-mean()-Z" NA
"WALKING" 28 "tBodyGyroJerk-std()-X" NA
"WALKING" 28 "tBodyGyroJerk-std()-Y" NA
"WALKING" 28 "tBodyGyroJerk-std()-Z" NA
"WALKING" 28 "tBodyAccMag-mean()" NA
"WALKING" 28 "tBodyAccMag-std()" NA
"WALKING" 28 "tGravityAccMag-mean()" NA
"WALKING" 28 "tGravityAccMag-std()" NA
"WALKING" 28 "tBodyAccJerkMag-mean()" NA
"WALKING" 28 "tBodyAccJerkMag-std()" NA
"WALKING" 28 "tBodyGyroMag-mean()" NA
"WALKING" 28 "tBodyGyroMag-std()" NA
"WALKING" 28 "tBodyGyroJerkMag-mean()" NA
"WALKING" 28 "tBodyGyroJerkMag-std()" NA
"WALKING" 28 "fBodyAcc-mean()-X" NA
"WALKING" 28 "fBodyAcc-mean()-Y" NA
"WALKING" 28 "fBodyAcc-mean()-Z" NA
"WALKING" 28 "fBodyAcc-std()-X" NA
"WALKING" 28 "fBodyAcc-std()-Y" NA
"WALKING" 28 "fBodyAcc-std()-Z" NA
"WALKING" 28 "fBodyAcc-meanFreq()-X" NA
"WALKING" 28 "fBodyAcc-meanFreq()-Y" NA
"WALKING" 28 "fBodyAcc-meanFreq()-Z" NA
"WALKING" 28 "fBodyAccJerk-mean()-X" NA
"WALKING" 28 "fBodyAccJerk-mean()-Y" NA
"WALKING" 28 "fBodyAccJerk-mean()-Z" NA
"WALKING" 28 "fBodyAccJerk-std()-X" NA
"WALKING" 28 "fBodyAccJerk-std()-Y" NA
"WALKING" 28 "fBodyAccJerk-std()-Z" NA
"WALKING" 28 "fBodyAccJerk-meanFreq()-X" NA
"WALKING" 28 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING" 28 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING" 28 "fBodyGyro-mean()-X" NA
"WALKING" 28 "fBodyGyro-mean()-Y" NA
"WALKING" 28 "fBodyGyro-mean()-Z" NA
"WALKING" 28 "fBodyGyro-std()-X" NA
"WALKING" 28 "fBodyGyro-std()-Y" NA
"WALKING" 28 "fBodyGyro-std()-Z" NA
"WALKING" 28 "fBodyGyro-meanFreq()-X" NA
"WALKING" 28 "fBodyGyro-meanFreq()-Y" NA
"WALKING" 28 "fBodyGyro-meanFreq()-Z" NA
"WALKING" 28 "fBodyAccMag-mean()" NA
"WALKING" 28 "fBodyAccMag-std()" NA
"WALKING" 28 "fBodyAccMag-meanFreq()" NA
"WALKING" 28 "fBodyBodyAccJerkMag-mean()" NA
"WALKING" 28 "fBodyBodyAccJerkMag-std()" NA
"WALKING" 28 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING" 28 "fBodyBodyGyroMag-mean()" NA
"WALKING" 28 "fBodyBodyGyroMag-std()" NA
"WALKING" 28 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING" 28 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING" 28 "fBodyBodyGyroJerkMag-std()" NA
"WALKING" 28 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING" 29 "Activity" NA
"WALKING" 29 "Y" NA
"WALKING" 29 "Subject" NA
"WALKING" 29 "tBodyAcc-mean()-X" NA
"WALKING" 29 "tBodyAcc-mean()-Y" NA
"WALKING" 29 "tBodyAcc-mean()-Z" NA
"WALKING" 29 "tBodyAcc-std()-X" NA
"WALKING" 29 "tBodyAcc-std()-Y" NA
"WALKING" 29 "tBodyAcc-std()-Z" NA
"WALKING" 29 "tGravityAcc-mean()-X" NA
"WALKING" 29 "tGravityAcc-mean()-Y" NA
"WALKING" 29 "tGravityAcc-mean()-Z" NA
"WALKING" 29 "tGravityAcc-std()-X" NA
"WALKING" 29 "tGravityAcc-std()-Y" NA
"WALKING" 29 "tGravityAcc-std()-Z" NA
"WALKING" 29 "tBodyAccJerk-mean()-X" NA
"WALKING" 29 "tBodyAccJerk-mean()-Y" NA
"WALKING" 29 "tBodyAccJerk-mean()-Z" NA
"WALKING" 29 "tBodyAccJerk-std()-X" NA
"WALKING" 29 "tBodyAccJerk-std()-Y" NA
"WALKING" 29 "tBodyAccJerk-std()-Z" NA
"WALKING" 29 "tBodyGyro-mean()-X" NA
"WALKING" 29 "tBodyGyro-mean()-Y" NA
"WALKING" 29 "tBodyGyro-mean()-Z" NA
"WALKING" 29 "tBodyGyro-std()-X" NA
"WALKING" 29 "tBodyGyro-std()-Y" NA
"WALKING" 29 "tBodyGyro-std()-Z" NA
"WALKING" 29 "tBodyGyroJerk-mean()-X" NA
"WALKING" 29 "tBodyGyroJerk-mean()-Y" NA
"WALKING" 29 "tBodyGyroJerk-mean()-Z" NA
"WALKING" 29 "tBodyGyroJerk-std()-X" NA
"WALKING" 29 "tBodyGyroJerk-std()-Y" NA
"WALKING" 29 "tBodyGyroJerk-std()-Z" NA
"WALKING" 29 "tBodyAccMag-mean()" NA
"WALKING" 29 "tBodyAccMag-std()" NA
"WALKING" 29 "tGravityAccMag-mean()" NA
"WALKING" 29 "tGravityAccMag-std()" NA
"WALKING" 29 "tBodyAccJerkMag-mean()" NA
"WALKING" 29 "tBodyAccJerkMag-std()" NA
"WALKING" 29 "tBodyGyroMag-mean()" NA
"WALKING" 29 "tBodyGyroMag-std()" NA
"WALKING" 29 "tBodyGyroJerkMag-mean()" NA
"WALKING" 29 "tBodyGyroJerkMag-std()" NA
"WALKING" 29 "fBodyAcc-mean()-X" NA
"WALKING" 29 "fBodyAcc-mean()-Y" NA
"WALKING" 29 "fBodyAcc-mean()-Z" NA
"WALKING" 29 "fBodyAcc-std()-X" NA
"WALKING" 29 "fBodyAcc-std()-Y" NA
"WALKING" 29 "fBodyAcc-std()-Z" NA
"WALKING" 29 "fBodyAcc-meanFreq()-X" NA
"WALKING" 29 "fBodyAcc-meanFreq()-Y" NA
"WALKING" 29 "fBodyAcc-meanFreq()-Z" NA
"WALKING" 29 "fBodyAccJerk-mean()-X" NA
"WALKING" 29 "fBodyAccJerk-mean()-Y" NA
"WALKING" 29 "fBodyAccJerk-mean()-Z" NA
"WALKING" 29 "fBodyAccJerk-std()-X" NA
"WALKING" 29 "fBodyAccJerk-std()-Y" NA
"WALKING" 29 "fBodyAccJerk-std()-Z" NA
"WALKING" 29 "fBodyAccJerk-meanFreq()-X" NA
"WALKING" 29 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING" 29 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING" 29 "fBodyGyro-mean()-X" NA
"WALKING" 29 "fBodyGyro-mean()-Y" NA
"WALKING" 29 "fBodyGyro-mean()-Z" NA
"WALKING" 29 "fBodyGyro-std()-X" NA
"WALKING" 29 "fBodyGyro-std()-Y" NA
"WALKING" 29 "fBodyGyro-std()-Z" NA
"WALKING" 29 "fBodyGyro-meanFreq()-X" NA
"WALKING" 29 "fBodyGyro-meanFreq()-Y" NA
"WALKING" 29 "fBodyGyro-meanFreq()-Z" NA
"WALKING" 29 "fBodyAccMag-mean()" NA
"WALKING" 29 "fBodyAccMag-std()" NA
"WALKING" 29 "fBodyAccMag-meanFreq()" NA
"WALKING" 29 "fBodyBodyAccJerkMag-mean()" NA
"WALKING" 29 "fBodyBodyAccJerkMag-std()" NA
"WALKING" 29 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING" 29 "fBodyBodyGyroMag-mean()" NA
"WALKING" 29 "fBodyBodyGyroMag-std()" NA
"WALKING" 29 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING" 29 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING" 29 "fBodyBodyGyroJerkMag-std()" NA
"WALKING" 29 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING" 30 "Activity" NA
"WALKING" 30 "Y" NA
"WALKING" 30 "Subject" NA
"WALKING" 30 "tBodyAcc-mean()-X" NA
"WALKING" 30 "tBodyAcc-mean()-Y" NA
"WALKING" 30 "tBodyAcc-mean()-Z" NA
"WALKING" 30 "tBodyAcc-std()-X" NA
"WALKING" 30 "tBodyAcc-std()-Y" NA
"WALKING" 30 "tBodyAcc-std()-Z" NA
"WALKING" 30 "tGravityAcc-mean()-X" NA
"WALKING" 30 "tGravityAcc-mean()-Y" NA
"WALKING" 30 "tGravityAcc-mean()-Z" NA
"WALKING" 30 "tGravityAcc-std()-X" NA
"WALKING" 30 "tGravityAcc-std()-Y" NA
"WALKING" 30 "tGravityAcc-std()-Z" NA
"WALKING" 30 "tBodyAccJerk-mean()-X" NA
"WALKING" 30 "tBodyAccJerk-mean()-Y" NA
"WALKING" 30 "tBodyAccJerk-mean()-Z" NA
"WALKING" 30 "tBodyAccJerk-std()-X" NA
"WALKING" 30 "tBodyAccJerk-std()-Y" NA
"WALKING" 30 "tBodyAccJerk-std()-Z" NA
"WALKING" 30 "tBodyGyro-mean()-X" NA
"WALKING" 30 "tBodyGyro-mean()-Y" NA
"WALKING" 30 "tBodyGyro-mean()-Z" NA
"WALKING" 30 "tBodyGyro-std()-X" NA
"WALKING" 30 "tBodyGyro-std()-Y" NA
"WALKING" 30 "tBodyGyro-std()-Z" NA
"WALKING" 30 "tBodyGyroJerk-mean()-X" NA
"WALKING" 30 "tBodyGyroJerk-mean()-Y" NA
"WALKING" 30 "tBodyGyroJerk-mean()-Z" NA
"WALKING" 30 "tBodyGyroJerk-std()-X" NA
"WALKING" 30 "tBodyGyroJerk-std()-Y" NA
"WALKING" 30 "tBodyGyroJerk-std()-Z" NA
"WALKING" 30 "tBodyAccMag-mean()" NA
"WALKING" 30 "tBodyAccMag-std()" NA
"WALKING" 30 "tGravityAccMag-mean()" NA
